id,Category,SubCategory,Item Name, Description , Details ,Part Number,Vendor,Minimum Qty,increments,Maximum Qty,Weight,notes,mediawideid,project id,active,expiry,group options,Product Group,units
53,Kitchen,Miscellaneous,BOTTLE SQUEEZE 24 OZ , 24 oz. Clear Wide Mouth Squeeze Bottle 6/PK (MUST order in PK/6) ," With an easy-to-use squeeze design, this squeeze bottle is great for customers to serve themselves condiments, sauces, or toppings at your restaurant, deli, or concession stand. ",80812463C CL,1,1,1,50000,3, WSR ,,,Y,,,,EACH
54,Miscellaneous,Miscellaneous,"BRUSH PIZZA OVEN BRASS W/SCRAPER 40""HNDL"," 40"" Pizza Oven Brush with Scraper "," 40"" Pizza Oven Brush with Scraper ",47290041,1,1,1,50000,3, Chefmaster ,,,Y,,,,EACH
55,Miscellaneous,Miscellaneous,BOX PIZZA DOUGH ," White Polypropylene Pizza Dough Proofing Box 18""x26""x3"" "," This polypropylene pizza dough box is lightweight, durable, and break resistant and its chemical resistant material won't absorb odors. Dishwasher safe and NSF Listed. ",214DB18263P,1,1,1,50000,2, Cambro ,,,Y,,,,EACH
56,Miscellaneous,Miscellaneous,"MITT HOT 17"" PYROTEX "," 17"" Best Grip Oven Mitt "," Made of a fire retardant material and neoprene, this oven mitt is made to provide the ultimate protection from extreme temperatures  The neoprene material allows for better gripping, extra protection, and easy cleaning. ",167810CM17,1,1,1,50000,1, San Jamar ,,,Y,,,,PAIR
57,Miscellaneous,Miscellaneous,LID BLUE FOR 12-18-22 QT ," Midnight Blue Square Polyethylene Lid 12,18,22 qt. "," Featuring an interior and exterior seal, this lid is designed to prevent spills and protect food no matter what. The extended lip functions as a thumb tab to allow for easy removal ",214SFC12,1,1,1,50000,1, Cambro ,,,Y,,,,EACH
58,Miscellaneous,Miscellaneous,CONTAINER 18 QT CLEAR, 18 qt. Clear Square Polycarbonate Food Storage Container ," 18 qt. Clear Square Polycarbonate Food Storage Container  This food storage container is made of crystal clear, virtually unbreakable polycarbonate that won't be stained or harmed by food acids, oils, and alcohol.  ",21418SFSCW,1,1,1,50000,2, Cambro ,,,Y,,,,EACH
59,Miscellaneous,Miscellaneous,CONTAINER 4 QT WHITE ROUND POLY, 4 qt. Round White Food Storage Container , Use this container to store ingredients with the snap on lid (sold separately) or transport ready-to-serve or partially prepared foods to your event! Its round shape promotes proper air circulation around the container for even temperature distribution ,214RFS4,1,1,1,50000,1, Cambro ,,,Y,,,,EACH
60,Miscellaneous,Miscellaneous,LID WHITE 2 & 4 QT ROUND POLY, 4 qt. White Round Lid ," Lock in your food's freshness with this Cambro RFSC2 snap on cover! This tight fitting translucent polypropylene cover is for 2 and 4 qt. round, white storage containers.  ",214RFSC2,1,1,1,50000,3, Cambro ,,,Y,,,,EACH
61,Miscellaneous,Miscellaneous,"PAN 1/6 CLEAR 6"" DEEP 2.4 QT"," 1/6 6"" Deep Clear Food Pan 2.4 qt. "," 1/6 6"" Deep Clear Food Pan 2.4 qt. ",21466CWCL,1,1,1,50000,1, Cambro ,,,Y,,,,EACH
62,Miscellaneous,Miscellaneous,"COVER 1/6 CLEAR 6""X6"""," 1/6 Clear 6""x6"" Polycarbonate Handled Lid "," 1/6 Clear 6""x6"" Polycarbonate Handled Lid ",21460CWCHCL,1,1,1,50000,1, Cambro ,,,Y,,,,EACH
63,Miscellaneous,Miscellaneous,"PAN 1/3 CLEAR 6"" DEEP 5.6 QT"," 1/3 6"" Deep Clear Food Pan 5.6 qt. "," 1/3 6"" Deep Clear Food Pan 5.6 qt. ",21436CWCL,1,1,1,50000,1, Cambro ,,,Y,,,,EACH
64,Miscellaneous,Miscellaneous,"COVER 1/3 CLEAR 12""X6"""," 1/3 Clear 12""x6"" Polycarbonate Handled Lid "," 1/3 Clear 12""x6"" Polycarbonate Handled Lid ",21430CWCHCL,1,1,1,50000,1, Cambro ,,,Y,,,,EACH
65,Miscellaneous,Miscellaneous,PAN 1/9 CLEAR," 1/9 4"" Deep Clear Polycarbonate Food Pan ","Its clear exterior gives you the full view of its contents at all times, and its polycarbonate structure naturally resists food acids and oils to maintain crystal clarity. It can stand up to temperatures between -40 and 212 degrees Fahrenheit, and it is completely dishwasher safe. ",700PLPA8194,1,1,1,50000,2, Cambro ,,,Y,,,,EACH
66,Miscellaneous,Miscellaneous,BOWL S/S 5-QT ," 5 qt. Stainless Mixing Bowl 11.5"" Dia. "," This mixing bowl is lightweight, yet it's built to last and made of durable 18/8 stainless steel. Its attractive mirror finish adds sleek and shine to any kitchen.  ",407MXB5,1,1,1,50000,2, WSR ,,,Y,,,,EACH
67,Miscellaneous,Miscellaneous,"BRUSH PASTRY 4"" NYLON FLAT GALAXY"," 4"" Nylon Pastry Brush "," 4"" Nylon Pastry Brush ",27140393,1,1,1,50000,1, WSR ,,,Y,,,,EACH
68,Miscellaneous,Miscellaneous,BRUSH PASTRY WOOD HANDLE," 2"" Boar Bristle Pastry Brush with Hook "," 2"" Boar Bristle Pastry Brush with Hook ",27140378,1,1,1,50000,1, Carlisle ,,,Y,,,,EACH
69,Miscellaneous,Miscellaneous,APRON BIB NEOPRENE FULL, Neoprene Yellow Bib Dishwashing Apron ,"Made from a heat resistant, fire-retardant, and cut-resistant Neo-Flex material, this apron offers superior protection from grease, cooking liquids, and splashing water.",167615NBA,1,1,1,50000,3, San Jamar ,,,Y,,,,EACH
70,Miscellaneous,Miscellaneous,BOX DRAIN KIT W/LID, 20x15x7 Perforated Drain Box Kit with Lid , 20x15x7 Perforated Drain Box Kit with Lid ,92252618,1,1,1,50000,3, Vollrath ,,,Y,,,,EACH
71,Miscellaneous,Miscellaneous,BASKET WASTE , Brown 41.25 qt. Rectangular Wastebasket , Brown 41.25 qt. Rectangular Wastebasket ,2744114BR,1,1,1,50000,3, Continental ,,,Y,,,,EACH
72,Miscellaneous,Miscellaneous,BASKET WASTE 23 GAL WALL HUGGER BROWN, Black 23 Gallon Wall Hugger Trash Can ," This black trash can is ideal for kitchens, food trucks, and small cafes, since it doesn't take up much space. The 23 gallon trash can easily stacks inside other trash cans to maximize floor space when not in use,
 ",2748322BK,1,1,1,50000,3, Continental ,,,Y,,,,EACH
73,Miscellaneous,Miscellaneous,"HANDLE MOP 61"" BLUE PLASTIC QUICK CHANGE"," 60"" Quick Release Mop, Wood Handle "," This Continental A70302 high-impact plastic head features a side release gate for fast and easy mop changes. Mop simply slides off without having to touch it. Features an easy to use thumbwheel adjustment. 60"" overall length. ",690H115,1,1,1,50000,2, Continental ,,,Y,,,,EACH
74,Miscellaneous,Miscellaneous,"HANDLE MOP 60"" WOOD/PLASTIC HEAD QUICK"," 60"" Side Release Mop Handle, Plastic Handle "," For fast and easy mop changes, its convenient side release allows your mop to effortless slide off without the mess. ",690PHSH60SL,1,1,1,50000,2, WSR ,,,Y,,,,EACH
75,Miscellaneous,Miscellaneous,BROOM WAREHOUSE DUO-SWEEP 4 FT HANDLE," Duo Sweep 48"" Warehouse Broom "," Duo Sweep 48"" Warehouse Broom ",27136884,1,1,1,50000,4, Carlisle ,,,Y,,,,EACH
76,Miscellaneous,Miscellaneous,"HOLDER BROOM AMD BRUSH 18"""," 18"" Roll N Grip Adjustable Broom Hanger "," This rack provides a convenient storage solution for mops, brushes, or brooms while also keeping them securely held to the wall. This hanging design helps prevent damage to brushes bristles, counters, and walls 
 ",27140731,1,1,1,50000,5, Carlisle ,,,Y,,,,EACH
77,Miscellaneous,Miscellaneous,BROOM UPRIGHT , Synthetic Bristle Janitor Broom Black , Synthetic Bristle Janitor Broom Black ,27141679,1,1,1,50000,4, Carlisle ,,,Y,,,,EACH
78,Miscellaneous,Miscellaneous,BROOM LOBBY ANGLED ," Duo Sweep 30"" Flagged Lobby Broom "," Duo Sweep 30"" Flagged Lobby Broom ",27136859,1,1,1,50000,2, Carlisle ,,,Y,,,,EACH
79,Miscellaneous,Miscellaneous,HANDLE WOOD," 60"" Bamboo Broom Handle Metal Thread "," Bamboo handles like this one are extremely strong, and contain natural antioxidants which prohibit bacterial growth. The wood on them is 100% recyclable and highly renewable, thanks to its fast growth.
 ",274M104060,1,1,1,50000,3, Continental ,,,Y,,,,EACH
80,Miscellaneous,Miscellaneous,PAN DUST LOBBY BLACK , Lobby Pro Plastic Upright Dust Pan w/ Wheels , Lobby Pro Plastic Upright Dust Pan w/ Wheels ,6902531,1,1,1,50000,2, Rubbermaid ,,,Y,,,,EACH
81,Miscellaneous,Miscellaneous,BRUSH TOILET WHITE*," 21"" Toilet Bowl Brush "," 21"" Toilet Bowl Brush ",27140143,1,1,1,50000,2, Carlisle ,,,Y,,,,EACH
82,Miscellaneous,Miscellaneous,"BRUSH FLOOR SCRUB 10"" "," 10"" Hi-lo Floor Scrub Brush with Squeegee "," 10"" Hi-lo Floor Scrub Brush with Squeegee ",27140421,1,1,1,50000,3, Carlisle ,,,Y,,,,EACH
83,Miscellaneous,Miscellaneous,PLUNGER ," 24"" Power Plunger "," 24"" Power Plunger ",274520,1,1,1,50000,3, Continental ,,,Y,,,,EACH
84,Miscellaneous,Miscellaneous,MAT FLOOR ," 3'x5' Black Anti Fatigue 1/2"" Rubber Floor Mat with Beveled Edge "," 3'x5' Black Anti Fatigue 1/2"" Rubber Floor Mat with Beveled Edge ",844B755100,1,1,1,50000,5, Teknor ,,,Y,,,,EACH
85,Miscellaneous,Miscellaneous,BOTTLE SPRAY 24 OZ W/TRIGGER , 32 oz. Plastic Spray Bottle *3 PK , This kit includes (3) 32 oz. spray bottles with 3 spray triggers in each pack. Buying bulk cleaning agents and spray bottles will save your business on cleaning costs.  ,27432KIT,1,1,1,50000,3, Continental ,,,Y,,,,3 CT
86,Miscellaneous,Miscellaneous,SCRUBBER STAINLESS STEEL 1.75 OZ LARGE, Stainless Steel Scouring Pads *12 PK , Stainless Steel Scouring Pads *12 PK ,579434,1,1,1,50000,1, WSR ,,,Y,,,,12 CT
87,Miscellaneous,Miscellaneous,"PAD SCRUBBER 6X9"" HVY DUTY GREEN"," 6""x9"" Heavy Duty Green Scouring Pads * 10 PK "," Quickly remove heavily baked on food and other soils from grills, ovens, food processing equipment and more with this 3M 86CC Scotch-Brite 6"" x 9"" heavy-duty green scouring pad! Guaranteed to stand tough against a variety of heavy-duty cleaning jobs ",39986CC,1,1,1,50000,4, Scotch Brite ,,,Y,,,,12 CT
88,Miscellaneous,Miscellaneous,"PRE-RINSE UNIT 8"" ADJ CONTROL VALVE S/S"," Wall Mount 35.75""H, Pre Rinse Faucet w/ 8"" Adjustable Centers, High Flow Spray Valve "," This Equip by T&S 5PR-8W12-H wall mounted pre rinse faucet features a 44"" flex hose and spring design that provides plenty of versatility in a variety of applications! ",5105PR8W12H,1,1,1,50000,10, T&S ,,,Y,,,,EACH
89,Miscellaneous,Miscellaneous,SHIM WOBBLE PLASTIC LEVELER FOR TABLE, Wobble Wedge Tapered Translucent Hard Nylon Shim *30 PK ," Wobble Wedges are for use with equipment, furniture and just about anything that wobbles. They are simple, quick and easy to use. No tools are required. They work great on tile and uneven floors. For really big wobbles, stack them! 30 per pack. ",3592801174,1,1,1,50000,6, WSR ,,,Y,,,,30 CT
90,Miscellaneous,Miscellaneous,"PLATTER CHINA PIZZA 13X3/8"" ROUND DEEP"," Tuxton DuraTux Pizza Plate 13.125"" Ivory/EggShell China Plate *6 CT "," Tuxton DuraTux Pizza Plate 13.125"" Ivory/EggShell China Plate *6 CT ",303PP13IV,1,1,1,50000,1, Tuxton ,,,Y,,,,6 CT
91,Miscellaneous,Miscellaneous,"PLATE SQUARE EGGSHELL 8-1/2"""," Tuxton DuraTux Square 8.5""x8.5"" Ivory/Eggshell China Plate *12 CT "," This Tuxton BEH-0845 8 1/2"" square china plate in American White (Ivory) gives a unique look to your tabletop presentation. The Tuxton BEH-0845 is also perfect for restaurants, institutions, and any other commercial foodservice applications.  ",303BEH0845,1,1,1,50000,12, Tuxton ,,,Y,,,,12 CT
92,Miscellaneous,Miscellaneous,Aluminum Dough Tray Dollies," 20""x26""x69"" End Load Speed Rack, 20 Pan Capacity (Unassembled) "," This bun pan rack can hold up to 20 full size sheet pans or 40 half size sheet pans - up to 350 lb. of total weight - with 3"" of space between them, ensuring your foods can be stored safely.  ",109RACKECON,1,1,1,50000,33, Regency ,,,Y,,,,1 CT
93,Miscellaneous,Miscellaneous,Sheet trays-  FULL SIZE," 18""x26"" Heavy Duty Aluminum Sheet Pan, Sanitary Open Bead Rim ", Bring a bit of muscle to your kitchen with this extremely-durable 12 gauge aluminum full size bun / sheet pan! This heavy duty sheet pan is designed to stand up to the toughest abuse your kitchen or bakery can dish out!  ,407FULL12G,1,1,1,50000,7, WSR ,,,Y,,,,1 CT
94,Miscellaneous,Miscellaneous,Wine opener, Boomerang Waiter Corkscrew with Cutter ," Whether your servers carry it for table service, or your bartenders keep it behind the bar, this product can always be at hand! Its patented floating axis design lets the boot lever constantly hug up against the cork for easy extraction.  ",208C2034,1,1,1,50000,1, Franmara ,,,Y,,,,1 CT
95,Miscellaneous,Miscellaneous,Bottle opener, All In One Waiter Bottle Opener and Corkscrew , All In One Waiter Bottle Opener and Corkscrew ,4071148,1,1,1,50000,1, WSR ,,,Y,,,,1 CT
96,Miscellaneous,Miscellaneous,Wooden pizza peels - 36 X 14," 12""x14"" Wooden Tapered Pizza Peel with 22"" Handle "," 12""x14"" Wooden Tapered Pizza Peel with 22"" Handle ",1241236,1,1,1,50000,6, American Metalcraft ,,,Y,,,,1 CT
97,Miscellaneous,Miscellaneous,Metal shovel ," 12"" Square Deluxe Aluminum Peel w/ 48"" Handle "," Thanks to its thin 12"" square aluminum blade, this American Metalcraft ITP1246 deluxe all aluminum pizza peel makes it easy to slide pizzas, stromboli, or even sandwiches and sides in and out of your pizza oven. ",124ITP1246,1,1,1,50000,3, American Metalcraft ,,,Y,,,,1 CT
98,Miscellaneous,Miscellaneous,"Pizza cutters (* 4"" Sani Safe)"," 4"" Pizza Cutter Black Handle "," 4"" Pizza Cutter Black Handle ",3325626,1,1,1,50000,1, Table Craft ,,,Y,,,,1 CT
99,Miscellaneous,Miscellaneous,Salad spinner, 5 Gallon Plastic Salad Spinner/Dryer with Brake ," Whenever salad is served, the highest cost item is the dressing! By using one of our commercial salad spinners, dressing ""clings"" to the lettuce ",599SD12,1,1,1,50000,6, WSR ,,,Y,,,,1 CT
100,Miscellaneous,Miscellaneous,4 quart containers with lids, 4 qt. Translucent Round Deli Container with Lid * 5 PK ," Made from translucent polyethylene, it allows you to see stored contents and increase impulse sales. Plus, it's microwavable and can withstand temperatures from 0 to 250 degrees Fahrenheit, ",1287128 COMBOKIT,1,1,1,50000,10, WSR ,,,Y,,,,5 CT
101,Miscellaneous,Miscellaneous,2 quart containers with lids, 2.7 qt. Translucent Round Deli Container with Lid * 10 PK , This 86 oz. deli container / tub seals in flavor and helps you organize more efficiently. There's no need to worry about buying the right lid for your deli containers! This convenient combo pack comes with 10 containers and 10 matching lids. BPA free. ,1287080 COMBOKIT,1,1,1,50000,8, WSR ,,,Y,,,,10 CT
102,Miscellaneous,Miscellaneous,6 quart containers with lids, 5.25 qt. Translucent Round Deli Container with Lid * 5 PK ," This 168 oz. deli container / tub seals in flavor and helps you organize more efficiently. There's no need to worry about buying the right lid for your deli containers! This convenient combo pack comes with 5 containers and 5 matching lids. BPA free. 
 ",1288160 COMBOKIT,1,1,1,50000,5, WSR ,,,Y,,,,1 CT
103,Miscellaneous,Miscellaneous,Immersion blender," 10"" Quik StiK 2 Speed Medium Duty Immersion Blender "," The Waring WSB40 has a completely sealed 10"" stainless steel shaft making it easy to clean, and also lightweight when in use. It requires a 120V electrical connection and is NSF and ETL Listed.  ",929WSB40,1,1,1,50000,8, Waring ,,,Y,,,,1 CT
104,Miscellaneous,Miscellaneous,Meat slicer  ," 12"" Heavy Duty Manual Meat Slicer 1/2 HP "," This Vollrath  slicer comes with an exclusive non-stick coating on the regulator plate that's great for cheese slicing   A large cutting tray, and a maximum cutting capacity of items measuring 11 1/8""W x 7 5/8""H allows an extra measure of versatility. ",92240904,1,1,1,50000,60, Vollrath ,,,Y,,,,1 CT
105,Miscellaneous,Miscellaneous,Meat grinder - Globe , Chefmate #12 250 lb Meat Grinder , Chefmate #12 250 lb Meat Grinder ,377CC12115,1,1,1,50000,1, Globe ,,,Y,,,,1 CT
106,Miscellaneous,Miscellaneous,Rubber spatulas," 13.5"" High Temperature Silicone Spatula "," 13.5"" High Temperature Silicone Spatula ",6901963,1,1,1,50000,1, Vollrath ,,,Y,,,,1 CT
107,Miscellaneous,Miscellaneous,6 inch deep perforated pans," Full Size Stainless Steel  Perforated Steam Table/Hotel Pan 6"" Deep "," Full Size Stainless Steel  Perforated Steam Table/Hotel Pan 6"" Deep ",4070063,1,1,1,50000,3, WSR ,,,Y,,,,1 CT
108,Miscellaneous,Miscellaneous,Hotel pans -  ," Full Size Standard Weight Stainless Steel Steam Table/Hotel Pan 4"" Deep "," Full Size Standard Weight Stainless Steel Steam Table/Hotel Pan 4"" Deep ",4070049,1,1,1,50000,5, WSR ,,,Y,,,,1 CT
109,Miscellaneous,Miscellaneous,Measuring cups, 4 Pc Heavy Duty Measuring Cups , 4 Pc Heavy Duty Measuring Cups ,672333,1,1,1,50000,1, WSR ,,,Y,,,,1 CT
110,Miscellaneous,Miscellaneous,Measuring spoons, 4 Pc Heavy Duty Measuring Spoon , 4 Pc Heavy Duty Measuring Spoon ,808722,1,1,1,50000,1, WSR ,,,Y,,,,1 CT
111,Miscellaneous,Miscellaneous,Digital scale, 22 lb. Digital Portion Scale ," With special features such as a tare button and an adjustable auto-off function, this machine will cut your losses and boost profits thanks to accurate portion control.  ",608TE22FT,1,1,1,50000,10, Taylor ,,,Y,,,,1 CT
112,Kitchen,Appliances,kitchen aid," Artisan Series 5 qt. 10 Speed Stand Mixer, Metallic Chrome w/ Bowl "," Artisan Series 5 qt. 10 Speed Stand Mixer, Metallic Chrome w/ Bowl ",,1,1,1,50000,30, KitchenAid ,,,Y,,,,1 CT
113,Kitchen,Appliances, Food Grinder Attachment , FGA Food Grinder Attachment for Stand Mixers , This grinder attachment also comes with a combination food pusher/wrench for easy assembly and safe operation. ,519FGA,1,1,1,50000,6, KitchenAid ,,,Y,,,,1 CT
114,Miscellaneous,Miscellaneous,Large mesh strainer," 10.25"" Medium Single Mesh Strainer "," 10.25"" Medium Single Mesh Strainer ",4079199,1,1,1,50000,3, Table Craft ,,,Y,,,,1 CT
115,Miscellaneous,Miscellaneous,portioner- Vollrath, Royal Blue #16 Squeeze Disher Portion Scoop 2 oz. , Royal Blue #16 Squeeze Disher Portion Scoop 2 oz. ,92247395,1,1,1,50000,1, Vollrath ,,,Y,,,,1 CT
116,Miscellaneous,Miscellaneous,Commercial grade can opener , Old Reliable #1 Manual Can Opener with Plated Steel Base ," It features a heavy duty melonite arbor that resists rust and provides a smooth, comfortable spinning action, while the plastic bushing lowers the turning force required for easier opening.  ",3331B,1,1,1,50000,5, Edlund ,,,Y,,,,1 CT
117,Miscellaneous,Miscellaneous,"Bus tubs - 5"" DEEP"," Grey Polyethylene Plastic Cambox Bus Box 21""x15""x5""   *12 CT (PRICE IS FOR 12 CT) "," Grey Polyethylene Plastic Cambox Bus Box 21""x15""x5""   *12 CT (PRICE IS FOR 12 CT) ",21421155CBPS,1,1,1,50000,1, Cambro ,,,Y,,,,12 CT
118,Miscellaneous,Miscellaneous,Grey Polypropylene Bus Tub," 20""x15""x7"" Grey Polypropylene Bus Tub ", This versatile black bus tub measures 20'' x 15'' x 7'' and boasts durable plastic construction built to carry even the heaviest of dinnerware.  ,70221157 BK,1,1,1,50000,5, Tablecraft ,,,Y,,,,1 CT
119,Miscellaneous,Miscellaneous,"Speed rack***22"" Bottle Holder Rack SS**"," 22"" Stainless Steel Single Tier Speed Rail (Bottle Rack) ", This Regency 22'' stainless steel single tier speed rail is built to withstand nearly any environment and help your staff keep up with customers' demands in a reliable and exceedingly efficient manner.  ,712B5522,1,1,1,50000,3, Regency ,,,Y,,,,1 CT
120,Miscellaneous,Miscellaneous,Colored cutting boards," 18""x24"" Colored Cutting Board (Green, Red, Blue, Yellow, Brown, White) "," 18""x24"" Colored Cutting Board (Green, Red, Blue, Yellow, Brown, White) ","20318245 (+ GR, RD, BL, YE, TN, * NO ADD FOR WHITE) ",1,1,1,50000,2, WSR ,,,Y,,,,1 CT
121,Miscellaneous,Miscellaneous,Large mixing bowls**20qt SS**, 20 Qt. Stainless Steel Mixing Bowl , 20 Qt. Stainless Steel Mixing Bowl ,92247947,1,1,1,50000,2, Vollrath ,,,Y,,,,1 CT
122,Miscellaneous,Miscellaneous,10 gallon ingredient, 10 Gallon Ingredient Bin w/ ProSave Lid and Scoop ," The Rubbermaid Brute 9G73 10 gallon ingredient bin provides quick access to all of your bulk ingredients. It features a clear rotating lid, which makes it easy to open even when you only have one hand available.
 ",6909G73,1,1,1,50000,4, Rubbermaid ,,,Y,,,,1 Bin
123,Miscellaneous,Miscellaneous,16 oz. Pint Glasses, 16 oz. Pint Glasses *24 CS , 16 oz. Pint Glasses *24 CS ,5515139,1,1,1,50000,20, WSR ,,,Y,,,,24 CT
124,Miscellaneous,Miscellaneous,Wine Glass, 11 oz. Wine Glass *12 CS , 11 oz. Wine Glass *12 CS ,5535414,1,1,1,50000,16, WSR ,,,Y,,,,12 CT
125,Miscellaneous,Miscellaneous,"12"" Hi-Heat Nylon Prep Spoon"," 12"" Hi-Heat Nylon Prep Spoon "," The Hi-Heat nylon can withstand temperatures up to 475 degrees Fahrenheit and will not scratch or mar surfaces. Vollrath has also added hanging holes to the handles for simple storage. 
 ",92246898WH,1,1,1,50000,1, Vollrath ,,,Y,,,,1 CT
126,Miscellaneous,Miscellaneous,"13"" Heavy Duty Slotted Spoon"," 13"" Heavy Duty Slotted Spoon "," 13"" Heavy Duty Slotted Spoon ",92264405,1,1,1,50000,1, Vollrath ,,,Y,,,,1 CT
127,Miscellaneous,Miscellaneous,8 oz. Stainless Steel Ladle, 8 oz. Stainless Steel Ladle , 8 oz. Stainless Steel Ladle ,92246818,1,1,1,50000,1, WSR ,,,Y,,,,1 CT
128,Miscellaneous,Miscellaneous, Deep Perforated Hotel Pan," 6"" Deep Perforated Hotel Pan "," 6"" Deep Perforated Hotel Pan ",4070063,1,1,1,50000,2, WSR ,,,Y,,,,1 CT
129,Miscellaneous,Miscellaneous, Standard Dough Trays White *10 CT , Standard Dough Trays White *10 CT , Standard Dough Trays White *10 CT ,,1,1,1,50000,1, WRH ,,,Y,,,,10 CT
130,Miscellaneous,Miscellaneous," Plastic Dough Tray Dollie w/ 3"" EZ Roll Casters "," Plastic Dough Tray Dollie w/ 3"" EZ Roll Casters "," Plastic Dough Tray Dollie w/ 3"" EZ Roll Casters ",,1,1,1,50000,1, WRH ,,,Y,,,,1 CT
131,Miscellaneous,Miscellaneous," Aluminum Solid Deck HD (Multi Use) Dough Tray Dollie w/ 5"" EZ Roll Casters "," Aluminum Solid Deck HD (Multi Use) Dough Tray Dollie w/ 5"" EZ Roll Casters "," Aluminum Solid Deck HD (Multi Use) Dough Tray Dollie w/ 5"" EZ Roll Casters ",,1,1,1,50000,1, WRH ,,,Y,,,,1 CT
132,Miscellaneous,Miscellaneous, Dough Scraper DS-1 *White , Dough Scraper DS-1 *White , Dough Scraper DS-1 *White ,,1,1,1,50000,1, WRH ,,,Y,,,,1 CT
133,Miscellaneous,Miscellaneous, Dough Scraper DS-1 *Colors , Dough Scraper DS-1 *Colors , Dough Scraper DS-1 *Colors ,,1,1,1,50000,1, WRH ,,,Y,,,,1 CT
134,Miscellaneous,Miscellaneous, Dough Scraper DS-2 *White , Dough Scraper DS-2 *White , Dough Scraper DS-2 *White ,,1,1,1,50000,1, WRH ,,,Y,,,,1 CT
135,Miscellaneous,Miscellaneous, Dough Scraper DS-2 *Colors , Dough Scraper DS-2 *Colors , Dough Scraper DS-2 *Colors ,,1,1,1,50000,1, WRH ,,,Y,,,,1 CT
136,Miscellaneous,Miscellaneous, Fruit/Vegetable Dicer," Instacut 3.5 1/4"" Fruit/Vegetable DicerTable Mount "," Instacut 3.5 1/4"" Fruit/Vegetable DicerTable Mount ",92215000,1,1,1,50000,8, Vollrath ,,,Y,,,,1 CT
